date,daily_revenue,rolling_7,rolling_30,month,dayofweek
2017-03-10,12358.87,11501.451428571429,9289.192000000001,2017-03,4
2017-03-11,10852.97,11243.517142857143,9344.614666666666,2017-03,5
2017-03-12,6612.16,11194.594285714284,9090.932,2017-03,6
2017-03-13,16958.05,12140.509999999998,9512.615,2017-03,0
2017-03-14,14243.66,12477.672857142858,9483.198666666667,2017-03,1
2017-03-15,14999.33,12532.94,9623.671333333332,2017-03,2
2017-03-16,14269.78,12899.26,9676.193666666666,2017-03,3
2017-03-17,11970.4,12843.764285714284,9849.535333333333,2017-03,4
2017-03-18,16433.82,13641.028571428573,10185.728,2017-03,5
2017-03-19,6649.34,13646.34,10180.663999999999,2017-03,6
2017-03-20,17096.49,13666.117142857143,10507.302666666666,2017-03,0
2017-03-21,11349.13,13252.612857142856,10759.010333333334,2017-03,1
2017-03-22,14188.97,13136.847142857141,10969.366,2017-03,2
2017-03-23,16375.55,13437.671428571428,11239.029666666667,2017-03,3
2017-03-24,10177.87,13181.595714285713,11310.523666666668,2017-03,4
2017-03-25,9423.04,12180.055714285716,11393.264333333333,2017-03,5
2017-03-26,6320.95,12133.142857142857,11381.222333333333,2017-03,6
2017-03-27,16356.97,12027.497142857144,11786.568333333333,2017-03,0
2017-03-28,12373.11,12173.78,12017.449333333334,2017-03,1
2017-03-29,8660.54,11384.004285714285,12111.33,2017-03,2
2017-03-30,10025.6,10476.868571428571,12071.491333333333,2017-03,3
2017-03-31,12199.56,10765.68142857143,12059.629666666668,2017-03,4
2017-04-01,17697.37,11947.72857142857,12270.308666666668,2017-04,5
2017-04-02,9129.88,12349.004285714285,12162.489999999998,2017-04,6
2017-04-03,9156.76,11320.402857142855,12045.764999999998,2017-04,0
2017-04-04,12301.65,11310.194285714286,12223.999333333333,2017-04,1
2017-04-05,18902.94,12773.394285714287,12509.542666666668,2017-04,2
2017-04-06,23168.89,14651.007142857141,12885.721666666668,2017-04,3
2017-04-07,13300.65,14808.305714285714,12841.994666666666,2017-04,4
2017-04-08,8785.09,13535.122857142856,12744.646333333334,2017-04,5
2017-04-09,8222.65,13405.518571428573,12606.772333333332,2017-04,6
2017-04-10,11732.31,13773.454285714286,12636.083666666666,2017-04,0
2017-04-11,8296.51,13201.291428571427,12692.228666666666,2017-04,1
2017-04-12,8209.2,11673.614285714286,12400.600333333334,2017-04,2
2017-04-13,9691.43,9748.262857142856,12248.859333333332,2017-04,3
2017-04-14,8168.66,9015.121428571429,12021.170333333335,2017-04,4
2017-04-15,8333.94,8950.67142857143,11823.309000000001,2017-04,5
2017-04-16,5455.96,8555.43,11606.161,2017-04,6
2017-04-17,9416.67,8224.624285714286,11372.256000000001,2017-04,0
2017-04-18,21286.72,10080.368571428571,11860.168666666666,2017-04,1
2017-04-19,12103.46,10636.691428571428,11693.734333333334,2017-04,2
2017-04-20,13373.14,11162.649999999998,11761.201333333333,2017-04,3
2017-04-21,8457.71,11203.942857142856,11570.159333333333,2017-04,4
2017-04-22,12860.18,11850.548571428571,11452.980333333333,2017-04,5
2017-04-23,10038.95,12505.261428571428,11448.349666666667,2017-04,6
2017-04-24,15150.03,13324.312857142857,11639.249333333333,2017-04,0
2017-04-25,14671.74,12379.315714285713,11917.609,2017-04,1
2017-04-26,15919.75,12924.5,11903.035000000002,2017-04,2
2017-04-27,10300.71,12485.581428571428,11833.954999999998,2017-04,3
2017-04-28,15790.49,13533.121428571429,12071.619999999999,2017-04,4
2017-04-29,11912.63,13397.757142857143,12134.521,2017-04,5
2017-04-30,8091.16,13119.501428571428,11997.574333333332,2017-04,6
2017-05-01,12580.27,12752.392857142857,11827.004333333332,2017-05,0
2017-05-02,17640.2,13176.458571428573,12110.681666666667,2017-05,1
2017-05-03,10053.56,12338.431428571426,12140.575,2017-05,2
2017-05-04,13508.55,12796.694285714286,12180.804999999998,2017-05,3
2017-05-05,13969.76,12536.589999999998,12016.365666666667,2017-05,4
2017-05-06,16219.98,13151.925714285715,11784.735333333334,2017-05,5
2017-05-07,17167.87,14448.598571428573,11913.642666666668,2017-05,6
2017-05-08,16148.41,14958.332857142856,12159.086666666666,2017-05,0
2017-05-09,20837.05,15415.025714285714,12579.566666666668,2017-05,1
2017-05-10,20927.49,16968.444285714286,12886.072666666669,2017-05,2
2017-05-11,18164.55,17633.587142857144,13215.007333333335,2017-05,3
2017-05-12,12635.71,17443.00857142857,13362.557666666666,2017-05,4
2017-05-13,9118.65,16428.532857142858,13343.465,2017-05,5
2017-05-14,15219.7,16150.222857142857,13578.499666666667,2017-05,6
2017-05-15,17962.03,16409.31142857143,13899.435999999998,2017-05,0
2017-05-16,21174.88,16457.57285714286,14423.4,2017-05,1
2017-05-17,18343.93,16088.492857142857,14720.975333333332,2017-05,2
2017-05-18,18245.13,16100.004285714285,14619.589,2017-05,3
2017-05-19,18397.67,16923.14142857143,14829.396,2017-05,4
2017-05-20,10632.41,17139.39285714286,14738.038333333334,2017-05,5
2017-05-21,17426.2,17454.60714285714,15036.988000000001,2017-05,6
2017-05-22,25414.2,18519.202857142856,15455.455333333335,2017-05,0
2017-05-23,17798.38,18036.845714285715,15714.103,2017-05,1
2017-05-24,23350.97,18752.137142857147,15987.467666666667,2017-05,2
2017-05-25,15383.79,18343.374285714286,16011.202666666666,2017-05,3
2017-05-26,10651.18,17236.73285714286,15835.583666666667,2017-05,4
2017-05-27,14139.51,17737.74714285714,15963.543666666666,2017-05,5
2017-05-28,9262.62,16571.52142857143,15745.948,2017-05,6
2017-05-29,18912.86,15642.758571428572,15979.289,2017-05,0
2017-05-30,14345.48,15149.487142857144,16187.766333333333,2017-05,1
